,CreationDate,Title,Tags
14516,2020-04-29 11:55:30.377,Using melted butter vs rubbing it into flour?,baking
14516,2020-04-29 11:55:30.377,Using melted butter vs rubbing it into flour?,biscuits
14517,2020-04-29 12:34:37.913,,
14518,2020-04-29 13:13:23.933,,
14519,2020-04-29 14:47:24.777,,
14520,2020-04-29 14:51:47.447,,
14521,2020-04-29 18:04:28.327,"Can commercially sold, vacuum-packed beetroot (cooked) be stored under room temperature?",food-safety
14521,2020-04-29 18:04:28.327,"Can commercially sold, vacuum-packed beetroot (cooked) be stored under room temperature?",storage-lifetime
14521,2020-04-29 18:04:28.327,"Can commercially sold, vacuum-packed beetroot (cooked) be stored under room temperature?",vacuum
14521,2020-04-29 18:04:28.327,"Can commercially sold, vacuum-packed beetroot (cooked) be stored under room temperature?",beets
14522,2020-04-29 21:13:12.913,,
14523,2020-04-29 22:24:55.277,Sourdough getting too brown,bread
14523,2020-04-29 22:24:55.277,Sourdough getting too brown,sourdough
14524,2020-04-30 09:33:29.277,,
14525,2020-04-30 13:04:16.703,,
14526,2020-04-30 13:12:24.500,Using stainless steel utensiles on aluminum,baking
14526,2020-04-30 13:12:24.500,Using stainless steel utensiles on aluminum,roasting
14527,2020-04-30 13:57:43.400,When to wash fruits and vegetables?,storage-method
14527,2020-04-30 13:57:43.400,When to wash fruits and vegetables?,vegetables
14527,2020-04-30 13:57:43.400,When to wash fruits and vegetables?,fruit
14527,2020-04-30 13:57:43.400,When to wash fruits and vegetables?,storage
14528,2020-04-30 15:26:18.507,What exactly happens during the sourdough ripening?,sourdough
14528,2020-04-30 15:26:18.507,What exactly happens during the sourdough ripening?,sourdough-starter
14528,2020-04-30 15:26:18.507,What exactly happens during the sourdough ripening?,resources
14529,2020-04-30 15:59:39.403,,
14530,2020-04-30 17:13:45.153,,
14531,2020-04-30 17:18:01.933,,
14532,2020-04-30 18:12:09.473,,
14533,2020-04-30 19:26:02.317,,
14534,2020-04-30 19:51:22.623,Can I turn off stove while making stock?,beef
14534,2020-04-30 19:51:22.623,Can I turn off stove while making stock?,stock
14534,2020-04-30 19:51:22.623,Can I turn off stove while making stock?,stove
14535,2020-04-30 20:03:30.663,,
14536,2020-04-30 21:28:23.723,,
14537,2020-04-30 21:49:04.380,,
14538,2020-04-30 23:04:50.420,Is it safe to freeze raw garlic in vacuum-sealed (FoodSaver) bags?,storage-method
14538,2020-04-30 23:04:50.420,Is it safe to freeze raw garlic in vacuum-sealed (FoodSaver) bags?,freezing
14538,2020-04-30 23:04:50.420,Is it safe to freeze raw garlic in vacuum-sealed (FoodSaver) bags?,garlic
14538,2020-04-30 23:04:50.420,Is it safe to freeze raw garlic in vacuum-sealed (FoodSaver) bags?,vacuum
14539,2020-05-01 00:16:10.970,Am I unwittingly damaging my knives with amateur sharpening?,knives
14539,2020-05-01 00:16:10.970,Am I unwittingly damaging my knives with amateur sharpening?,sharpening
14540,2020-05-01 02:05:57.587,,
14541,2020-05-01 06:39:35.420,Very Sticky Dough Before Kneading,baking
14541,2020-05-01 06:39:35.420,Very Sticky Dough Before Kneading,bread
14541,2020-05-01 06:39:35.420,Very Sticky Dough Before Kneading,dough
14542,2020-05-01 07:51:02.230,,
14543,2020-05-01 08:43:14.697,,
14544,2020-05-01 09:03:18.740,,
14545,2020-05-01 11:00:28.817,,
14546,2020-05-01 13:43:48.137,,
14547,2020-05-01 14:09:07.250,"Flavor of wasabi, horseradish, mustard, capers, and jalapeño",substitutions
14547,2020-05-01 14:09:07.250,"Flavor of wasabi, horseradish, mustard, capers, and jalapeño",flavor
14547,2020-05-01 14:09:07.250,"Flavor of wasabi, horseradish, mustard, capers, and jalapeño",spices
14547,2020-05-01 14:09:07.250,"Flavor of wasabi, horseradish, mustard, capers, and jalapeño",language
14548,2020-05-01 14:09:41.597,Which sourdough starter should i keep?,baking
14548,2020-05-01 14:09:41.597,Which sourdough starter should i keep?,bread
14548,2020-05-01 14:09:41.597,Which sourdough starter should i keep?,dough
14548,2020-05-01 14:09:41.597,Which sourdough starter should i keep?,sourdough
14548,2020-05-01 14:09:41.597,Which sourdough starter should i keep?,sourdough-starter
14549,2020-05-01 15:43:18.397,,
14550,2020-05-01 16:04:19.220,How long will it take for yeast culture to adapt to new flour,sourdough
14550,2020-05-01 16:04:19.220,How long will it take for yeast culture to adapt to new flour,starter
14551,2020-05-01 16:07:27.843,,
14552,2020-05-01 17:25:35.223,Yogurt made with heavy cream,yogurt
14552,2020-05-01 17:25:35.223,Yogurt made with heavy cream,cream
14552,2020-05-01 17:25:35.223,Yogurt made with heavy cream,frozen-yogurt
14553,2020-05-01 17:59:13.980,,
14554,2020-05-01 18:31:54.020,,
14555,2020-05-01 18:45:50.587,,
14556,2020-05-01 23:22:00.887,What are the consequences of failing to strain my pastry cream?,cream
14556,2020-05-01 23:22:00.887,What are the consequences of failing to strain my pastry cream?,pastry
14557,2020-05-02 05:35:30.770,,
14558,2020-05-02 06:51:00.147,Bread Didn't Turn Brown,baking
14558,2020-05-02 06:51:00.147,Bread Didn't Turn Brown,bread
14558,2020-05-02 06:51:00.147,Bread Didn't Turn Brown,dough
14558,2020-05-02 06:51:00.147,Bread Didn't Turn Brown,oven
14559,2020-05-02 08:54:15.107,,
14560,2020-05-02 09:54:38.017,Sweet potatoes stored in direct sunlight,food-safety
14560,2020-05-02 09:54:38.017,Sweet potatoes stored in direct sunlight,storage
14560,2020-05-02 09:54:38.017,Sweet potatoes stored in direct sunlight,sweet-potatoes
14561,2020-05-02 12:16:34.033,,
14562,2020-05-02 13:45:50.920,Cracked egg leaves egg white residue. Should I worry about the other eggs?,food-safety
14562,2020-05-02 13:45:50.920,Cracked egg leaves egg white residue. Should I worry about the other eggs?,eggs
14562,2020-05-02 13:45:50.920,Cracked egg leaves egg white residue. Should I worry about the other eggs?,egg-whites
14562,2020-05-02 13:45:50.920,Cracked egg leaves egg white residue. Should I worry about the other eggs?,cooking-safety
14562,2020-05-02 13:45:50.920,Cracked egg leaves egg white residue. Should I worry about the other eggs?,safety
14563,2020-05-02 14:12:40.550,,
14564,2020-05-02 14:26:53.813,,
14565,2020-05-02 15:15:45.817,,
14566,2020-05-02 16:21:09.020,Alternatives to Broil?,pasta
14566,2020-05-02 16:21:09.020,Alternatives to Broil?,broiling
14567,2020-05-02 16:54:14.067,,
14568,2020-05-02 17:23:55.467,Are the white dots mould or part of the bread?,bread
14569,2020-05-02 17:37:54.050,,
14570,2020-05-02 17:57:20.927,,
14571,2020-05-02 18:12:06.983,,
14572,2020-05-02 18:50:01.307,What's the most efficient/effective method for removing the rind of a well-ripened Brie?,melting
14572,2020-05-02 18:50:01.307,What's the most efficient/effective method for removing the rind of a well-ripened Brie?,brie
14573,2020-05-02 20:17:28.120,Is it common for slow cookers to heat unevenly?,equipment
14573,2020-05-02 20:17:28.120,Is it common for slow cookers to heat unevenly?,slow-cooking
14574,2020-05-02 20:45:24.393,,
14575,2020-05-02 20:49:42.183,Why does cheese need boiling while paneer not?,cheese
14575,2020-05-02 20:49:42.183,Why does cheese need boiling while paneer not?,milk
14575,2020-05-02 20:49:42.183,Why does cheese need boiling while paneer not?,boiling
14575,2020-05-02 20:49:42.183,Why does cheese need boiling while paneer not?,indian-cuisine
14575,2020-05-02 20:49:42.183,Why does cheese need boiling while paneer not?,paneer
14576,2020-05-02 21:23:02.587,Why do potatoes cook more slowly in a stew?,potatoes
14576,2020-05-02 21:23:02.587,Why do potatoes cook more slowly in a stew?,chemistry
14576,2020-05-02 21:23:02.587,Why do potatoes cook more slowly in a stew?,stews
14577,2020-05-02 21:50:23.110,,
14578,2020-05-02 23:26:59.343,Why does my Italian made gas oven take so long to heat to required temperature. Any tips please,gas
14579,2020-05-02 23:50:25.720,"Seasoning a granite mortar and pestle, with intuition for the steps and their order",seasoning
14579,2020-05-02 23:50:25.720,"Seasoning a granite mortar and pestle, with intuition for the steps and their order",mortar-and-pestle
14580,2020-05-03 07:09:36.827,,
14581,2020-05-03 10:45:39.143,,
14582,2020-05-03 19:26:30.227,How long to sharpen Japanese knife with whetstone,knives
14582,2020-05-03 19:26:30.227,How long to sharpen Japanese knife with whetstone,sharpening
14583,2020-05-03 20:38:49.577,,
14584,2020-05-03 21:57:09.723,What can I do with whole wheat pastry dough?,dough
14584,2020-05-03 21:57:09.723,What can I do with whole wheat pastry dough?,pastry
14584,2020-05-03 21:57:09.723,What can I do with whole wheat pastry dough?,wheat
14585,2020-05-03 23:24:26.880,,
14586,2020-05-04 12:22:29.957,,
14587,2020-05-04 12:59:34.887,Induction cooker hot on inner circle only,stove
14587,2020-05-04 12:59:34.887,Induction cooker hot on inner circle only,induction
14588,2020-05-04 14:34:10.807,,
14589,2020-05-04 15:04:14.107,,
14590,2020-05-04 16:42:03.703,,
14591,2020-05-04 17:38:42.187,White dots on pizza or focaccia after baking,baking
14591,2020-05-04 17:38:42.187,White dots on pizza or focaccia after baking,bread
14591,2020-05-04 17:38:42.187,White dots on pizza or focaccia after baking,dough
14591,2020-05-04 17:38:42.187,White dots on pizza or focaccia after baking,pizza
14591,2020-05-04 17:38:42.187,White dots on pizza or focaccia after baking,italian-cuisine
14592,2020-05-04 17:48:42.700,How long do breadcrumbs last?,breadcrumbs
14593,2020-05-04 18:00:28.927,,
14594,2020-05-04 18:34:21.473,How do you reheat rice in a takeout box after you've already made the mistake of refrigerating it straight up?,rice
14594,2020-05-04 18:34:21.473,How do you reheat rice in a takeout box after you've already made the mistake of refrigerating it straight up?,culinary-uses
14595,2020-05-04 18:41:21.100,,
14596,2020-05-04 18:49:11.333,,
14597,2020-05-04 19:19:37.110,What is the difference between cooking at low temperature and sous vide in a plastic bag?,sous-vide
14598,2020-05-04 19:51:39.447,,
14599,2020-05-04 20:13:00.627,Potatoes that have been in proximity to a really bad potato,potatoes
14600,2020-05-04 20:28:51.170,,
14601,2020-05-04 21:14:16.890,Does tea play a significant role in kombucha fermentation?,fermentation
14601,2020-05-04 21:14:16.890,Does tea play a significant role in kombucha fermentation?,kombucha
14602,2020-05-04 21:42:55.880,,
14603,2020-05-04 23:13:04.367,,
14604,2020-05-04 23:38:55.700,,
14605,2020-05-05 01:16:54.477,,
14606,2020-05-05 02:34:09.277,,
14607,2020-05-05 04:33:59.347,Time effective technique for separating mint leaves from stems,cutting
14607,2020-05-05 04:33:59.347,Time effective technique for separating mint leaves from stems,mint
14608,2020-05-05 04:52:01.307,,
14609,2020-05-05 05:43:35.467,How to extract flavour from fruit without heating it or using alcohol?,flavor
14609,2020-05-05 05:43:35.467,How to extract flavour from fruit without heating it or using alcohol?,fruit
14609,2020-05-05 05:43:35.467,How to extract flavour from fruit without heating it or using alcohol?,syrup
14610,2020-05-05 07:22:57.580,,
14611,2020-05-05 08:15:51.087,Turkish substitute for Mascarpone?,substitutions
14611,2020-05-05 08:15:51.087,Turkish substitute for Mascarpone?,cream-cheese
14611,2020-05-05 08:15:51.087,Turkish substitute for Mascarpone?,savoury
14612,2020-05-05 08:20:29.097,,
14613,2020-05-05 10:38:45.783,,
14614,2020-05-05 11:09:48.157,,
14615,2020-05-05 11:56:50.180,How can I remove discolouration on my ceramic dish?,equipment
14615,2020-05-05 11:56:50.180,How can I remove discolouration on my ceramic dish?,cleaning
14615,2020-05-05 11:56:50.180,How can I remove discolouration on my ceramic dish?,ceramic
14616,2020-05-05 12:01:27.620,,
14617,2020-05-05 12:04:28.803,,
14618,2020-05-05 13:12:16.743,,
14619,2020-05-05 13:18:23.760,Left sourdough starter out overnight after feeding and it overflowed?,sourdough-starter
14620,2020-05-05 14:06:21.993,,
14621,2020-05-05 14:16:24.117,Pizza crust doesn't brown,pizza
14621,2020-05-05 14:16:24.117,Pizza crust doesn't brown,crust
14622,2020-05-05 15:03:43.320,,
14623,2020-05-05 15:47:55.453,"Bread making, lightly oiled bowl covered, why?",dough
14624,2020-05-05 15:50:44.537,Why does my tofu keep turning out brittle?,tofu
14625,2020-05-05 15:55:57.177,,
14626,2020-05-05 16:32:50.493,Sugar with vegetable oil safe?,food-safety
14626,2020-05-05 16:32:50.493,Sugar with vegetable oil safe?,oil
14626,2020-05-05 16:32:50.493,Sugar with vegetable oil safe?,sugar
14626,2020-05-05 16:32:50.493,Sugar with vegetable oil safe?,safety
14627,2020-05-05 18:53:33.043,Using pastry flour for standard sourdough bread recipe?,bread
14627,2020-05-05 18:53:33.043,Using pastry flour for standard sourdough bread recipe?,flour
14627,2020-05-05 18:53:33.043,Using pastry flour for standard sourdough bread recipe?,sourdough
14628,2020-05-05 19:32:10.633,,
14629,2020-05-05 20:18:12.840,,
14630,2020-05-05 20:26:22.707,,
14631,2020-05-05 20:29:32.837,,
14632,2020-05-05 20:33:04.483,,
14633,2020-05-05 20:36:12.903,,
14634,2020-05-05 22:09:42.217,,
14635,2020-05-05 22:58:07.963,Can one keep chocolate uncovered in the freezer?,freezing
14635,2020-05-05 22:58:07.963,Can one keep chocolate uncovered in the freezer?,chocolate
14636,2020-05-05 23:30:59.410,Using powdered salt vs regular,baking
14636,2020-05-05 23:30:59.410,Using powdered salt vs regular,cookies
14637,2020-05-05 23:55:57.777,,
14638,2020-05-06 00:08:48.397,,
14639,2020-05-06 03:49:26.407,Home sausage making,food-safety
14639,2020-05-06 03:49:26.407,Home sausage making,sausages
14640,2020-05-06 06:11:32.310,,
14641,2020-05-06 07:03:57.137,Selling mini crème brûlées,sugar
14641,2020-05-06 07:03:57.137,Selling mini crème brûlées,dessert
14642,2020-05-06 08:32:16.183,,
14643,2020-05-06 10:12:23.853,,
14644,2020-05-06 10:45:19.737,,
14645,2020-05-06 11:41:36.497,,
14646,2020-05-06 15:58:18.143,Uses of dittany of Crete (origanum dictamnus),spices
14646,2020-05-06 15:58:18.143,Uses of dittany of Crete (origanum dictamnus),greek-cuisine
14646,2020-05-06 15:58:18.143,Uses of dittany of Crete (origanum dictamnus),oregano
14647,2020-05-06 16:00:02.240,What type of chorizo is this?,sausages
14647,2020-05-06 16:00:02.240,What type of chorizo is this?,raw-meat
14647,2020-05-06 16:00:02.240,What type of chorizo is this?,spanish-cuisine
14648,2020-05-06 16:11:46.273,,
14649,2020-05-06 16:21:59.783,,
14650,2020-05-06 16:25:41.200,,
14651,2020-05-06 18:03:05.350,,
14652,2020-05-06 18:24:32.893,,
14653,2020-05-06 18:38:29.770,,
14654,2020-05-06 18:42:51.713,Can I broil a box cake in the oven?,baking
14654,2020-05-06 18:42:51.713,Can I broil a box cake in the oven?,cake
14654,2020-05-06 18:42:51.713,Can I broil a box cake in the oven?,chocolate
14654,2020-05-06 18:42:51.713,Can I broil a box cake in the oven?,broiling
14655,2020-05-06 18:58:28.983,Should I rinse chicken livers before cooking them?,chicken
14655,2020-05-06 18:58:28.983,Should I rinse chicken livers before cooking them?,liver
14656,2020-05-06 19:08:18.910,,
14657,2020-05-06 19:10:09.260,,
14658,2020-05-06 19:20:38.153,,
14659,2020-05-06 19:47:44.933,,
14660,2020-05-06 20:29:15.867,,
14661,2020-05-06 20:56:11.197,Why is Tilda basmati rice so popular?,rice
14661,2020-05-06 20:56:11.197,Why is Tilda basmati rice so popular?,indian-cuisine
14661,2020-05-06 20:56:11.197,Why is Tilda basmati rice so popular?,budget-cooking
14662,2020-05-06 21:12:58.393,How to make pizza without pizza sauce?,sauce
14662,2020-05-06 21:12:58.393,How to make pizza without pizza sauce?,pizza
14663,2020-05-06 21:40:21.803,,
14664,2020-05-06 21:40:37.843,,
14665,2020-05-06 23:16:42.020,,
14666,2020-05-06 23:29:13.053,,
14667,2020-05-07 00:19:47.547,Buckwheat groats have grassy smell?,food-safety
14667,2020-05-07 00:19:47.547,Buckwheat groats have grassy smell?,buckwheat
14668,2020-05-07 00:20:26.117,,
14669,2020-05-07 01:24:08.827,,
14670,2020-05-07 03:14:31.013,,
14671,2020-05-07 04:23:17.733,,
14672,2020-05-07 06:37:37.920,,
14673,2020-05-07 06:52:39.123,My Italian meringue macarons won’t stop coming out hollow,baking
14673,2020-05-07 06:52:39.123,My Italian meringue macarons won’t stop coming out hollow,sugar
14673,2020-05-07 06:52:39.123,My Italian meringue macarons won’t stop coming out hollow,meringue
14673,2020-05-07 06:52:39.123,My Italian meringue macarons won’t stop coming out hollow,macarons
14674,2020-05-07 16:21:49.087,,
14675,2020-05-07 21:18:06.127,Trying to improve a vegetarian wrap by adding spinach,sandwich
14675,2020-05-07 21:18:06.127,Trying to improve a vegetarian wrap by adding spinach,spinach
14675,2020-05-07 21:18:06.127,Trying to improve a vegetarian wrap by adding spinach,tortilla
14676,2020-05-07 21:24:00.477,,
14677,2020-05-08 00:52:29.237,,
14678,2020-05-08 07:51:46.220,What are the vertical-edge plates called?,equipment
14679,2020-05-08 09:06:45.713,My sourdough started hasn't yet risen! What am I doing wrong?,sourdough-starter
14680,2020-05-08 13:18:06.927,Raw cream safe to consume after 125 F for 12 hours?,cream
14680,2020-05-08 13:18:06.927,Raw cream safe to consume after 125 F for 12 hours?,dairy
14680,2020-05-08 13:18:06.927,Raw cream safe to consume after 125 F for 12 hours?,raw
14681,2020-05-08 14:07:30.213,Matcha cheesecake can't keep the bright green color,cheesecake
14682,2020-05-08 15:19:41.143,,
14683,2020-05-08 15:54:41.607,,
14684,2020-05-08 16:29:17.663,,
